%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.pose.covariance0,field.pose.covariance1,field.pose.covariance2,field.pose.covariance3,field.pose.covariance4,field.pose.covariance5,field.pose.covariance6,field.pose.covariance7,field.pose.covariance8,field.pose.covariance9,field.pose.covariance10,field.pose.covariance11,field.pose.covariance12,field.pose.covariance13,field.pose.covariance14,field.pose.covariance15,field.pose.covariance16,field.pose.covariance17,field.pose.covariance18,field.pose.covariance19,field.pose.covariance20,field.pose.covariance21,field.pose.covariance22,field.pose.covariance23,field.pose.covariance24,field.pose.covariance25,field.pose.covariance26,field.pose.covariance27,field.pose.covariance28,field.pose.covariance29,field.pose.covariance30,field.pose.covariance31,field.pose.covariance32,field.pose.covariance33,field.pose.covariance34,field.pose.covariance35,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z,field.twist.covariance0,field.twist.covariance1,field.twist.covariance2,field.twist.covariance3,field.twist.covariance4,field.twist.covariance5,field.twist.covariance6,field.twist.covariance7,field.twist.covariance8,field.twist.covariance9,field.twist.covariance10,field.twist.covariance11,field.twist.covariance12,field.twist.covariance13,field.twist.covariance14,field.twist.covariance15,field.twist.covariance16,field.twist.covariance17,field.twist.covariance18,field.twist.covariance19,field.twist.covariance20,field.twist.covariance21,field.twist.covariance22,field.twist.covariance23,field.twist.covariance24,field.twist.covariance25,field.twist.covariance26,field.twist.covariance27,field.twist.covariance28,field.twist.covariance29,field.twist.covariance30,field.twist.covariance31,field.twist.covariance32,field.twist.covariance33,field.twist.covariance34,field.twist.covariance35
1713690045562924016,11282,1713690045034460007,uav32/gps_garmin_origin,uav32/fcu,-29.085338515113058,8.486152846400941,0.12489497174319686,-0.005150223240197722,0.0056036840624428515,0.3824874193443709,0.9239293508498719,0.0035113374940863246,0.0,0.0,0.0,0.0,0.0,0.0,0.0035113374940863246,0.0,0.0,0.0,0.0,0.0,0.0,0.03714226101219778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04326677752748656,-0.0059117643255884285,0.01529597230860199,-3.004710015375167e-05,-0.0001960182271432131,0.000344747124472633,0.45734964860416566,0.0,0.0,0.0,0.0,0.0,0.0,0.4573496486041668,0.0,0.0,0.0,0.0,0.0,0.0,0.01645096322720272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1713690045619432865,11293,1713690045144413174,uav32/gps_garmin_origin,uav32/fcu,-29.08883311093076,8.481745266064626,0.12614849110627588,-0.005141580436432791,0.005576554720475609,0.3824919512540418,0.9239276867577217,0.0022996670200285717,0.0,0.0,0.0,0.0,0.0,0.0,0.0022996670200285704,0.0,0.0,0.0,0.0,0.0,0.0,0.03838700165961181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.046868775267667265,-0.0053526545866261835,0.0156604345780542,0.00026863435050472617,0.00010976025805575768,-0.0004285163595341146,0.440376300945142,0.0,0.0,0.0,0.0,0.0,0.0,0.4403763009451432,0.0,0.0,0.0,0.0,0.0,0.0,0.006218257409910358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1713690045627208212,11304,1713690045254411903,uav32/gps_garmin_origin,uav32/fcu,-29.092585567917023,8.478019511959221,0.1315800154404765,-0.005141581901307011,0.005560461771229295,0.3824937777140777,0.9239270291134698,0.0023025586148842747,0.0,0.0,0.0,0.0,0.0,0.0,0.002302558614884274,0.0,0.0,0.0,0.0,0.0,0.0,0.02959087309773423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0486225105140547,-0.002699374892524744,0.015849022197654158,0.00011536098463693634,-0.000960439327172935,-5.064178549218911e-05,0.4404136253890756,0.0,0.0,0.0,0.0,0.0,0.0,0.4404136253890766,0.0,0.0,0.0,0.0,0.0,0.0,0.006209306397017858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1713690045780666815,11315,1713690045364446128,uav32/gps_garmin_origin,uav32/fcu,-29.095994104067287,8.474624327249387,0.12244878260353802,-0.005150054769158223,0.005557619085451324,0.3825056451861293,0.9239220944074488,0.0023004427554385322,0.0,0.0,0.0,0.0,0.0,0.0,0.002300442755438533,0.0,0.0,0.0,0.0,0.0,0.0,0.037378044452530124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04820951487206537,-0.0010095448616792456,0.016157558668223836,-6.973096606088802e-05,0.00021410289627965537,-0.00027602995396591723,0.4403870439267034,0.0,0.0,0.0,0.0,0.0,0.0,0.4403870439267042,0.0,0.0,0.0,0.0,0.0,0.0,0.006217194524157423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1713690045887563817,11326,1713690045474420224,uav32/gps_garmin_origin,uav32/fcu,-29.10025538042212,8.47116821885013,0.12103774163409989,-0.00516023606115206,0.005558243996297047,0.38250640498053207,0.9239217235978511,0.0035123309941229018,0.0,0.0,0.0,0.0,0.0,0.0,0.0035123309941229026,0.0,0.0,0.0,0.0,0.0,0.0,0.028378102613971893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04998117954244882,0.001982499820210164,0.016196499783903334,0.0007057623588480055,5.594484537141387e-05,-0.0008636477869004011,0.4573671981206952,0.0,0.0,0.0,0.0,0.0,0.0,0.45736719812069576,0.0,0.0,0.0,0.0,0.0,0.0,0.01644035264791969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1713690045919881506,11337,1713690045584418794,uav32/gps_garmin_origin,uav32/fcu,-29.104006887553663,8.468003226105106,0.12377613625889375,-0.005174133718696767,0.005563116519265913,0.38251046732488064,0.923919944885846,0.003516605048011381,0.0,0.0,0.0,0.0,0.0,0.0,0.003516605048011381,0.0,0.0,0.0,0.0,0.0,0.0,0.03217689586466691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.049260874296126377,0.003522399085955903,0.015888746437999472,0.0004800704773515463,-0.0006996940355747938,0.00013364807819016286,0.4574250513615534,0.0,0.0,0.0,0.0,0.0,0.0,0.45742505136155404,0.0,0.0,0.0,0.0,0.0,0.0,0.01650603497706328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1713690045974662427,11347,1713690045684420811,uav32/gps_garmin_origin,uav32/fcu,-29.10708542777846,8.465665419309698,0.1235807069617248,-0.005193476500015385,0.005568273484036682,0.3824917502709378,0.9239275321049271,0.0023021621961774666,0.0,0.0,0.0,0.0,0.0,0.0,0.0023021621961774666,0.0,0.0,0.0,0.0,0.0,0.0,0.03962708441586567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04681643690031674,0.004889879123887373,0.01592495846796537,0.0005525522283278406,1.4514278518618049e-05,-0.0002859742089640349,0.4404084095277939,0.0,0.0,0.0,0.0,0.0,0.0,0.4404084095277947,0.0,0.0,0.0,0.0,0.0,0.0,0.006219031392893808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1713690046030145059,11358,1713690045794411501,uav32/gps_garmin_origin,uav32/fcu,-29.11016493873625,8.463497620998393,0.12339743016687298,-0.005198250106004979,0.005573842006452454,0.38246869110075477,0.9239370276650067,0.0022996575599605745,0.0,0.0,0.0,0.0,0.0,0.0,0.002299657559960575,0.0,0.0,0.0,0.0,0.0,0.0,0.032173434385473744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04322446477748246,0.006272487705579813,0.016193173226470473,0.0002824861730914563,-1.2315884305280535e-05,0.0008088475442491472,0.4403758546400487,0.0,0.0,0.0,0.0,0.0,0.0,0.440375854640049,0.0,0.0,0.0,0.0,0.0,0.0,0.006218645043034733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1713690046070907976,11369,1713690045904382779,uav32/gps_garmin_origin,uav32/fcu,-29.11391548808676,8.46132193769773,0.12127598458922328,-0.005205494866088649,0.0055760764398258686,0.38245306162718157,0.9239434461911848,0.0035041793720250436,0.0,0.0,0.0,0.0,0.0,0.0,0.003504179372025044,0.0,0.0,0.0,0.0,0.0,0.0,0.03775551992241928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04204015955328407,0.008584088985072767,0.016591348275607754,-0.00043816628749482334,0.0007261389982886612,8.487016748404121e-05,0.4572517643189413,0.0,0.0,0.0,0.0,0.0,0.0,0.45725176431894177,0.0,0.0,0.0,0.0,0.0,0.0,0.01644355839308806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1713690046167829928,11380,1713690046014412114,uav32/gps_garmin_origin,uav32/fcu,-29.117460877169485,8.459365973946992,0.12121010313458717,-0.005220937025783346,0.005572701026291716,0.38244991090773384,0.9239446905139643,0.0023005027214855252,0.0,0.0,0.0,0.0,0.0,0.0,0.0023005027214855252,0.0,0.0,0.0,0.0,0.0,0.0,0.03960925508769403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04032385597425689,0.010284839264343069,0.016649060871913916,0.0001127190698753111,-0.0006528847152367234,0.00032993452623486524,0.4403872978394881,0.0,0.0,0.0,0.0,0.0,0.0,0.44038729783948843,0.0,0.0,0.0,0.0,0.0,0.0,0.006209692331890936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
